SHA	AuthorDate	Type	Scope	Subject	Systems	Trees	Files
e4c78ab36	2026-01-05	fix	core	fix(core): Add MinGW-w64 compatibility fixes to Core libraries (#2067)	ZH-04;ZH-07	Core;GeneralsMD	33
b873b9e24	2026-01-05	fix	cmake	fix(cmake): Fix CMake dependencies and library linking for MinGW (#2067)		Core;GeneralsMD	9
5aca93a6d	2026-01-05	fix	precompiled	fix(precompiled): Add ATL compatibility to precompiled headers (#2067)		GeneralsMD	2
c2d156048	2026-01-05	build	cmake	build(cmake): Add MinGW CMake presets for i686 (#2067)			1
0fe7e020d	2026-01-05	build	cmake	build(cmake): Configure MinGW-specific compiler and linker settings (#2067)			1
c1caa5897	2026-01-05	build	deps	build(deps): Update external dependencies for MinGW-w64 support (#2067)			3
40310a893	2026-01-05	build	cmake	build(cmake): Add ReactOS COM support utilities (comsupp) (#2067)			1
bc0fcb268	2026-01-05	build	cmake	build(cmake): Add ReactOS ATL and PSEH compatibility layer (#2067)			4
dfc395b90	2026-01-05	build	cmake	build(cmake): Add widl integration for COM interface generation (#2067)			2
e16574e26	2026-01-05	build	cmake	build(cmake): Add MinGW-w64 toolchain and base configuration (#2067)		Core	5
a4482e02b	2026-01-20	fix	tunnel	fix(tunnel): Fix undefined behavior in TunnelTracker::onTunnelDestroyed() and incomplete asset transfer in Team::setControllingPlayer() (#1958)		GeneralsMD	6
25b173516	2026-01-20	perf	radar	perf(radar): Reduce cost of W3DRadar::renderObjectList (by 80%), W3DRadar::buildTerrainTexture (by 25%) and W3DRadar::clearShroud (#2138)	ZH-07;ZH-16	Core	5
a46a1452c	2026-01-20	refactor	math	refactor(math): Implement Matrix4x4::Inverse, Matrix3D::Get_Inverse and replace unsafe Matrix4x4 to D3DMATRIX casts with conversion functions that apply the required transpose (#2052)	ZH-04;ZH-05;ZH-06;ZH-07;ZH-08;ZH-09;ZH-14	Core;GeneralsMD	17
52654364f	2026-01-19	fix		fix: Fix spelling errors in code words (#2149)	ZH-19	Core;GeneralsMD	25
5454eaa13	2026-01-19	fix	debug	fix(debug): Fix spelling errors in DEBUG macro strings (#2148)	ZH-02;ZH-04;ZH-08;ZH-16;ZH-18;ZH-23	Core;GeneralsMD	37
114716a9d	2026-01-20	bugfix	object	bugfix(object): Preserve unit behaviour when transferring assets to allies (#1885)		GeneralsMD	2
6818fae62	2026-01-18	bugfix	ai	bugfix(ai): Fix crash when AI player attempts to build a supply center with an invalid name (#2095)	ZH-24	GeneralsMD	2
bd4e909ad	2026-01-18	bugfix	heightmap	bugfix(heightmap): Revert optimization for m_vertexBufferTiles in HeightMapRenderObjClass because it does not work properly (#2135)	ZH-04	Core;GeneralsMD	5
cd2eef380	2026-01-18	bugfix	ghostobject	bugfix(ghostobject): Readd null check for 3DScene in W3DRenderObjectSnapshot::addToScene to prevent crash in headless replay playback (#2133)		GeneralsMD	2
8d6089672	2026-01-18	bugfix	logic	bugfix(logic): Decouple scripted audio events from CRC computation (#2075)		Core	4
20293864e	2026-01-18	feat	build	feat(build): Add new docker build and game install scripts for Linux (#2085)			5
fcc193a66	2026-01-18	bugfix	script	bugfix(script): Restore retail compatibility for sequential scripts in ScriptEngine (#2129)		GeneralsMD	2
b398d5cc9	2026-01-17	bugfix	audio	bugfix(audio): Restore retail compatibility after optimization change in AudioManager::addAudioEvent (#2132)		Core	1
8913a7774	2026-01-17	ci		ci: Add workflow to trigger build from any commit for replay mismatch testing (#2114)			1
d9c3060ae	2026-01-17	docs		docs: Fix spelling errors in GeneralsMD/Code/GameEngine/Source/GameClient and Common comments (#2122)	ZH-18;ZH-25	GeneralsMD	55
68192c0e6	2026-01-17	docs		docs: Fix spelling errors in GeneralsMD/Code/GameEngine/Source/GameLogic comments (#2121)	ZH-02;ZH-04;ZH-15;ZH-19;ZH-24	GeneralsMD	64
ca4015edb	2026-01-17	docs		docs: Fix spelling errors in GeneralsMD/Code/GameEngine/Include comments (#2123)	ZH-02;ZH-04;ZH-15;ZH-18;ZH-19;ZH-24;ZH-25	GeneralsMD	93
440c58375	2026-01-17	docs		docs: Fix spelling errors in GeneralsMD Libraries, Tools, GameEngineDevice comments (#2124)	ZH-03;ZH-04;ZH-07;ZH-08;ZH-15;ZH-17;ZH-19;ZH-20	GeneralsMD	107
e80bb51e9	2026-01-17	docs		docs: Fix spelling errors in Core/Tools and Core/GameEngine comments (#2117)	ZH-02;ZH-04;ZH-06;ZH-07	Core	79
d731fcde0	2026-01-17	docs		docs: Fix spelling errors in Core/Libraries comments (#2116)	ZH-19	Core	64
6d92cf373	2026-01-17	fix		fix: Rename misspelled identifiers (#2109)	ZH-01	Core;GeneralsMD	92
394f210c3	2026-01-17	bugfix		bugfix: Fix spelling errors in debug/diagnostic strings (#2108)	ZH-24	Core;GeneralsMD	38
d4466df52	2026-01-17	bugfix	dx8caps	bugfix(dx8caps): Resolve greyscale texture rendering issues in VMWare environments (#2128)		GeneralsMD	4
1d9aa3a3a	2026-01-17	bugfix	buildassistant	bugfix(buildassistant): Restore retail compatibility after build assistant shroud logic change (#2131)		GeneralsMD	2
2ab6604d8	2026-01-16	bugfix	actionmanager	bugfix(actionmanager): Restore retail compatibility after construction cursor change in ActionManager (#2125)		GeneralsMD	2
bd376c43d	2026-01-06	perf	radar	perf(radar): Reduce cost of radar pixel draw in PartitionManager::refreshShroudForLocalPlayer by 96% (#2072)	ZH-15;ZH-16;ZH-19	Core;GeneralsMD	7
3d12b3935	2026-01-06	refactor	ww3dformat	refactor(ww3dformat): Merge function PixelSize into Get_Bytes_Per_Pixel (#2072)	ZH-01	Core;GeneralsMD	4
5e016fb04	2026-01-15	build	cmake	build(cmake): Expose source files of interface libraries core_utility, corei/gi/zi_libraries_include in Visual Studio solution (#2092)		Core;GeneralsMD	4
5c1e01e51	2026-01-15	refactor	cmake	refactor(cmake): Move core_config into corei_always for simplification (#2091)		Core;GeneralsMD	28
1a19a5b71	2026-01-14	refactor	gamelogic	refactor(gamelogic): Rearrange local variables in GameLogic::startNewGame() (#2115)		GeneralsMD	2
de0fc8f38	2026-01-14	perf	heightmap	perf(heightmap): Optimize data locality for m_vertexBufferTiles and m_vertexBufferBackup in HeightMapRenderObjClass (#2104)	ZH-04;ZH-17	Core;GeneralsMD	9
833fb7c4c	2026-01-14	refactor	heightmap	refactor(heightmap): Simplify functions getXWithOrigin(), getYWithOrigin() of HeightMapRenderObjClass (#2103)	ZH-04	Core	1
e9895768f	2026-01-14	perf	heightmap	perf(heightmap): Optimize repeated calls to getXWithOrigin, getYWithOrigin in HeightMapRenderObjClass::updateVB (#2102)	ZH-04	Core	1
373b0df2f	2026-01-14	bugfix	scriptengine	bugfix(scriptengine): Fix script dialog text spelling mistakes and errors in ScriptEngine (#2093)		GeneralsMD	3
f891c5f3e	2026-01-14	refactor		refactor: Modernize NULL to nullptr (#1938)	ZH-01;ZH-02;ZH-03;ZH-04;ZH-05;ZH-06;ZH-07;ZH-08;ZH-09;ZH-12;ZH-14;ZH-15;ZH-16;ZH-17;ZH-18;ZH-19;ZH-20;ZH-21;ZH-22;ZH-23;ZH-24;ZH-25	Core;GeneralsMD	2510
25e360290	2026-01-11	build	cmake	build(cmake): Move most CppMacros.h includes into precompiled headers and make them available in all build targets (#2090)		Core;GeneralsMD	48
8c560e60e	2026-01-08	refactor	heightmap	refactor(heightmap): Clarify magic numbers related to VERTEX_BUFFER_TILE_LENGTH (#2079)	ZH-04	Core	4
9df76f7e2	2026-01-08	fix	heightmap	fix(heightmap): Fix CENTER_LIMIT condition in HeightMapRenderObjClass::updateCenter (#2078)	ZH-04	Core	1
aa073667c	2026-01-08	perf	heightmap	perf(heightmap): Reduce cost of min height loop in HeightMapRenderObjClass::updateCenter by 93% (#2077)	ZH-04	Core	1
67f97c52d	2026-01-09	bugfix	render2d	bugfix(render2d): Fix possible greyscale image rendering issues on hardware without DOT3 support (#2080)		GeneralsMD	2
67b4e6a42	2026-01-09	bugfix	actionmanager	bugfix(actionmanager): Do not show false resume construction cursor for allied scaffolds (#2068)		GeneralsMD	2
8112dede3	2026-01-07	refactor	heightmap	refactor(heightmap): Remove HALF_RES_MESH because it was never used and is broken (#2076)	ZH-04;ZH-08	Core;GeneralsMD	10
3e8c472e0	2026-01-07	bugfix	network	bugfix(network): Fix packet size setup mistakes (#2040)		Core	2
dd50dba9f	2026-01-07	bugfix	worldbuilder	bugfix(worldbuilder): Avoid taking action on cancel button for script conditions and actions (#2065)		GeneralsMD	6
b981e3128	2026-01-06	bugfix	worldbuilder	bugfix(worldbuilder): Initialize boolean in ScriptConditionsDlg::OnEditCondition to show logical condition (#2062)		GeneralsMD	2
0b4fd85eb	2026-01-06	refactor	audio	refactor(audio): Use MilesAudioManager::getEffectiveVolume consistently (#2058)		Core	2
f6d7d1970	2026-01-06	fix	xfer	fix(xfer): Fix xfer retail compatibility code (#2024)	ZH-06;ZH-18	Core;GeneralsMD	13
3eea7151e	2026-01-04	bugfix	object	bugfix(object): Do not apply veterancy bonuses and animations for dead units (#1968)		GeneralsMD	4
20adf33d4	2026-01-04	bugfix	audio	bugfix(audio): UI audio no longer plays at maximum volume for a single frame when navigating between shell map menus (#2019)		Core	1
8cbcd7874	2026-01-04	tweak	drawable	tweak(drawable): Decouple stealth detected opacity fade time step from render update (#2047)	ZH-18	GeneralsMD	2
925ecf1bc	2026-01-04	perf	ai	perf(ai): Avoid a few std::vector copies when passing ai paths to functions (#1895)	ZH-24	GeneralsMD	15
0d6c77621	2026-01-04	bugfix	lobby	bugfix(lobby): Properly sort CRC mismatched game rooms to the bottom of the lobby (#1845)		Core	1
afa8aa357	2026-01-04	bugfix	ai	bugfix(ai): Undetected mines can now be approached when using a disarm weapon (#1883)	ZH-24	GeneralsMD	2
ae05f11ad	2026-01-04	bugfix	aiupdate	bugfix(aiupdate): Prevent manually ejecting rappelling Rangers during Chinook Combat Drop (#1789)		GeneralsMD	2
f2da2b6e1	2026-01-03	tweak	drawable	tweak(drawable): Set correct model tint color after loading a save game (#2025)	ZH-18	GeneralsMD	2
409fed26f	2026-01-03	bugfix	thingfactory	bugfix(thingfactory): Reset next ThingTemplate ID after clearing custom map template overrides to avoid CRC mismatch in the next multiplayer game session (#2034)		GeneralsMD	2
13de4270f	2026-01-03	perf	weaponstore	perf(weaponstore): Optimize WeaponStore::findWeaponTemplatePrivate with hash map lookup (#2042)		GeneralsMD	4
5deddce8f	2026-01-02	bugfix	heightmap	bugfix(heightmap): Fix dynamic lights on terrain (#2039)	ZH-04	Core	1
224017e22	2026-01-02	bugfix	heightmap	bugfix(heightmap): Disable old uv adjument for cliffs (#2038)	ZH-04	Core	1
ae2280930	2026-01-02	refactor	logic	refactor(logic): Simplify code in GameLogic's init, reset, startNewGame (#2027)		GeneralsMD	4
5e8f1b8df	2025-12-31	refactor	network	refactor(network): Simplify error prone net packet size calculations with packed structs (#1675)		Core	9
a4c76b980	2025-12-31	perf	contain	perf(contain): Optimize Object::isHero with cached hero counter (#1841)		GeneralsMD	8
f5ccc9cb9	2025-12-31	bugfix	aiupdate	bugfix(aiupdate): Invalidate build task of Dozers and Workers if the assigned target scaffold no longer exists (#1868)		GeneralsMD	4
20927af51	2025-12-30	ci	vcpkg	ci(vcpkg): Stabilize vcpkg binary caching; add compiler-aware keys and explicit cache path (#2028)			1
2b37732cb	2025-12-30	refactor	audio	refactor(audio): Simplify volume related code in AudioManager and MilesAudioManager (#2030)		Core	4
5dba2a08a	2025-12-22	perf	audio	perf(audio): Optimize fail condition order in AudioManager::addAudioEvent (#1843)		Core	1
e616d8217	2025-12-22	fix	logic	fix(logic): Fix unexpected return in GameLogic::logicMessageDispatcher's switch case MSG_CANCEL_UNIT_CREATE (#1881)		GeneralsMD	2
abd092c94	2025-12-22	refactor		refactor: Apply clang-tidy fixes for generals-use-is-empty (#2018)	ZH-01	Core;GeneralsMD	25
b878990ab	2025-12-21	refactor		refactor: Apply clang-tidy fixes for generals-use-this-instead-of-singleton (#2017)	ZH-04;ZH-07;ZH-15;ZH-19;ZH-24	Core;GeneralsMD	49
646e3dddb	2025-12-21	bugfix	aiupdate	bugfix(aiupdate): Chinooks and Helixes no longer take off after repair if passengers want to board or exit (#1787)		GeneralsMD	2
03b9ae8b3	2025-12-21	bugfix	aiupdate	bugfix(aiupdate): Repairing Chinooks and Helixes no longer take off after evacuating all passengers (#1762)		GeneralsMD	2
1f2c1a38b	2025-12-21	bugfix	input	bugfix(input): Replace frame-based timings with real-time timings in input system (#1835)		GeneralsMD	18
529675f98	2025-12-20	chore		chore: Implement scripts for custom isEmpty() and singleton refs clang-tidy checks (#2010)			9
09e6ce77f	2025-12-21	bugfix	network	bugfix(network): Assign disconnect frame when quitting the game via the disconnection menu (#2020)		Core	1
23a29265e	2025-12-19	tweak	metaevent	tweak(metaevent): Change COMMANDUSABLE_OBSERVER to no longer apply in Shell Map (#2002)		Core;GeneralsMD	6
fc36efc88	2025-12-18	bugfix	network	bugfix(network): Fix data offset for string reads in NetPacket::readFileMessage() and NetPacket::readFileAnnounceMessage() (#2005)		Core	1
3b7e734f8	2025-12-17	build		build: Implement docker build (#1774)			3
bffbcb4e0	2025-12-17	refactor		refactor: Apply integer value comparisons for strcmp and stricmp with clang-tidy (#1956)	ZH-01	Core;GeneralsMD	58
4951762d4	2025-12-18	bugfix	experience	bugfix(experience): Prevent ranking of riders that are not trainable (#1970)		GeneralsMD	7
123492ce1	2025-12-18	bugfix	object	bugfix(object): Fix visibility conditions for client-side effects (#1964)		GeneralsMD	9
844c43663	2025-12-16	bugfix	input	bugfix(input): Disable mouse waypoint mode after using alt tab (#1987)		GeneralsMD	6
ce4e5957d	2025-12-14	unify	heightmap	unify(heightmap): Move Height Map and Terrain related files to Core (#1991)	ZH-02;ZH-04;ZH-05;ZH-06;ZH-09	Core;GeneralsMD	49
330ad2252	2025-12-14	unify	heightmap	unify(heightmap): Merge Height Map related code and move Zero Hour's BaseHeightMap, FlatHeightMap, W3DPropDraw, W3DTreeDraw, W3DPropBuffer, W3DSnow, W3DTerrainBackground files to Core (#1991)	ZH-04;ZH-06;ZH-21;ZH-23	Core;GeneralsMD	62
334f56ac4	2025-12-13	build	heightmap	build(heightmap): Fix include paths in Zero Hour Height Map files (#1991)		GeneralsMD	5
c110a0e14	2025-12-14	unify	texture	unify(texture): Move W3DWater, W3DLaserDraw and WW3D2 texture related files to Core (#1989)	ZH-07;ZH-12	Core;GeneralsMD	62
fa9cb0cc2	2025-12-13	unify	texture	unify(texture): Merge W3DWater and WW3D2 texture code (#1989)		GeneralsMD	29
746c017c3	2025-12-14	refactor		refactor: Apply the readability-container-size-empty check with clang-tidy (#1957)	ZH-02;ZH-04;ZH-15;ZH-19;ZH-24	Core;GeneralsMD	77
c5aa3cd81	2025-12-13	fix	network	fix(network): Fix missing value initialization of LANGameInfo::m_isDirectConnect (#1836)		Core	2
38abe9e35	2025-12-13	bugfix	network	bugfix(network): Prevent buffer overflow in NetPacket::readFileMessage() and NetPacket::readFileAnnounceMessage() (#1981)		Core	1
0c993a939	2025-12-11	perf	namekey	perf(namekey): Remove all superfluous AsciiString allocations for name key lookups (#1959)		GeneralsMD	67
d80964876	2025-12-07	refactor	namekey	refactor(namekey): Reduce code duplication in NameKeyGenerator functions, misc formatting tweaks (#1959)		GeneralsMD	12
d2625f0f6	2025-12-11	refactor		refactor: Remove superfluous inline and register keywords with clang-tidy (#1936)	ZH-01;ZH-04;ZH-08;ZH-14;ZH-15;ZH-16;ZH-18;ZH-19;ZH-24	Core;GeneralsMD	150
e6e874e20	2025-12-11	bugfix	string	bugfix(string): Allow startsWith and endsWith to be called on empty strings (#1979)		Core	2
957325040	2025-12-10	build		build: Add clang-tidy checks and script (#1807)			2
42f846b1f	2025-12-10	bugfix	pathfinder	bugfix(pathfinder): Prevent infinite loop within PathfindCell::putOnSortedOpenList() (#1965)		GeneralsMD	2
158b046ad	2025-12-10	ci	vcpkg	ci(vcpkg): Include preset in binary cache key to avoid ABI mismatches and slow CI builds (#1973)			1
f4608dfde	2025-12-07	feat	crashdump	feat(crashdump): Add crash dump functionality for fatal errors (#1594)		Core;GeneralsMD	11
68d832f2d	2025-12-02	bugfix	mouse	bugfix(mouse): Prevent cursor capture when mouse is outside of app window (#1939)		GeneralsMD	6
aed42f093	2025-12-02	refactor	mouse	refactor(mouse): Apply minor refactoring and whitespace tweaks in WinMain, Mouse, HeaderTemplate (#1939)		GeneralsMD	14
2b1bcee08	2025-12-07	fix		fix: Wrong usage of sizeof(this) in BitFlags::xfer(), W3DMPO::glueEnforcer() (#1947)		Core;GeneralsMD	3
2a1593ef7	2025-12-07	bugfix	network	bugfix(network): Prevent out of bounds memory access in NetCommandWrapperListNode::copyChunkData() (#1946)		Core	2
6f9785fb2	2025-12-07	build		build: Use cmake_host_system_information to make registry queries in cmake (#1943)		GeneralsMD	3
e6c28a4e2	2025-11-30	feat	movie	feat(movie): Implement ESC button mapping to skip Campaign, Challenge and Score videos (#1926)		GeneralsMD	4
b6c1c5401	2025-11-30	tweak	keyboard	tweak(keyboard): Apply minor improvements to Keyboard class to query pressed keys (#1926)		GeneralsMD	10
d81e7435d	2025-12-02	bugfix	movie	bugfix(movie): Fix Campaign, Challenge, Score movie cancellation or decompression artifacts when tabbing out of the game (#1927)		GeneralsMD	4
1ee44db7b	2025-12-02	refactor		refactor: Remove or replace some superfluous empty C strings (#1929)		Core;GeneralsMD	46
29bf57a5a	2025-12-02	refactor	network	refactor(network): Replace implicit conversion from NULL to AsciiString in IPEnumeration::getMachineName (#1934)		Core	1
cc9d649b7	2025-12-02	build		build: Add WOW6432Node to registry path lookups for EA App install path detection (#1903)		GeneralsMD	2
94354fdf5	2025-12-01	refactor	string	refactor(string): Fix constness of TheEmptyString (#1930)		Core;GeneralsMD	10
041099045	2025-11-30	refactor		refactor: Remove all explicit UnicodeString instantiations from C strings (#1928)		Core;GeneralsMD	60
2a1f9630b	2025-11-30	bugfix	filesystem	bugfix(filesystem): Prevent loading wrong INIZH.big from Data/INI directory to prevent INI CRC mismatch (#1879)		Core;GeneralsMD	3
963d7f757	2025-11-30	refactor		refactor: Remove superfluous variable init comments (#1876)	ZH-04;ZH-15;ZH-18;ZH-19;ZH-24;ZH-25	Core;GeneralsMD	233
